student_id,academic_year,semester,checkpoint_week,course_id,course_name,course_credits,internal_marks,midterm_marks,quiz_average,assignment_average,practical_marks,course_attendance_percentage,course_attendance_trend,previous_course_attempts,previous_course_grade,assessment_trend,assignment_completion_rate,course_failed
S0041,2025-26,5,10,ECE505,Communication Systems,3,65.4,70.6,74.2,70.3,66.9,97.7,stable,0,,improving,0.72,False
S0042,2025-26,5,10,ECE501,Digital Signal Processing,4,62.3,58.7,54.4,63.5,59.2,88.8,stable,0,,stable,0.66,False
S0042,2025-26,5,10,ECE502,VLSI Design,4,54.5,56.9,53.7,49.8,53.2,85.3,improving,0,,stable,0.66,False
S0042,2025-26,5,10,ECE503,Microprocessors,3,60.3,60.9,50.3,57.7,56.7,90.5,stable,0,,stable,0.66,False
S0042,2025-26,5,10,ECE504,Control Systems,3,57.4,47.9,66.2,54.0,54.3,85.7,declining,0,,stable,0.66,False
S0042,2025-26,5,10,ECE505,Communication Systems,3,63.7,73.4,55.5,73.3,61.8,91.4,stable,0,,stable,0.66,False
S0043,2025-26,5,10,ECE501,Digital Signal Processing,4,64.3,57.3,74.2,65.0,69.0,83.6,improving,0,,declining,0.8,False
S0043,2025-26,5,10,ECE502,VLSI Design,4,58.5,62.6,51.5,61.5,63.6,77.5,improving,0,,declining,0.8,False
S0043,2025-26,5,10,ECE503,Microprocessors,3,63.1,53.8,67.3,73.1,58.2,73.9,stable,0,,declining,0.8,False
S0043,2025-26,5,10,ECE504,Control Systems,3,58.8,62.5,60.6,59.3,64.3,79.1,improving,0,,declining,0.8,False
S0043,2025-26,5,10,ECE505,Communication Systems,3,63.5,66.8,62.9,63.3,59.8,74.9,improving,1,F,declining,0.8,False
S0044,2025-26,5,10,ECE501,Digital Signal Processing,4,62.7,56.1,58.4,64.0,62.6,81.8,declining,0,,stable,0.82,False
S0044,2025-26,5,10,ECE502,VLSI Design,4,52.2,57.7,45.2,60.9,55.0,76.2,improving,0,,stable,0.82,False
S0044,2025-26,5,10,ECE503,Microprocessors,3,53.7,62.0,59.6,63.2,50.2,79.3,stable,0,,stable,0.82,False
S0044,2025-26,5,10,ECE504,Control Systems,3,54.8,50.5,56.3,52.5,56.8,80.0,improving,0,,stable,0.82,False
S0044,2025-26,5,10,ECE505,Communication Systems,3,57.8,64.2,60.9,63.5,63.5,82.7,stable,0,,stable,0.82,False
S0045,2025-26,5,10,ECE501,Digital Signal Processing,4,47.7,49.8,39.0,46.3,43.6,84.5,improving,0,,improving,0.58,False
S0045,2025-26,5,10,ECE502,VLSI Design,4,58.8,65.2,55.0,62.0,62.2,83.6,stable,0,,improving,0.58,False
S0045,2025-26,5,10,ECE503,Microprocessors,3,61.8,53.8,68.4,65.7,60.5,86.8,improving,0,,improving,0.58,False
S0045,2025-26,5,10,ECE504,Control Systems,3,55.5,47.7,47.1,61.8,54.9,88.6,declining,0,,improving,0.58,False
S0045,2025-26,5,10,ECE505,Communication Systems,3,50.6,54.8,59.6,47.0,50.5,80.7,stable,0,,improving,0.58,False
S0046,2025-26,5,10,ECE501,Digital Signal Processing,4,78.8,80.2,75.1,75.9,77.8,94.0,stable,0,,improving,0.59,False
S0046,2025-26,5,10,ECE502,VLSI Design,4,83.8,75.1,78.9,82.3,93.6,92.2,stable,0,,improving,0.59,False
S0046,2025-26,5,10,ECE503,Microprocessors,3,74.1,76.8,71.7,83.0,80.6,89.1,declining,1,D,improving,0.59,False
S0046,2025-26,5,10,ECE504,Control Systems,3,78.6,81.5,87.0,77.3,86.9,84.9,stable,0,,improving,0.59,False
S0046,2025-26,5,10,ECE505,Communication Systems,3,81.0,80.9,83.3,78.3,79.2,86.9,stable,0,,improving,0.59,False
S0047,2025-26,5,10,ECE501,Digital Signal Processing,4,59.3,67.0,56.8,61.0,60.4,75.6,declining,0,,declining,0.7,False
S0047,2025-26,5,10,ECE502,VLSI Design,4,55.7,65.0,62.0,61.6,63.7,84.3,stable,0,,declining,0.7,False
S0047,2025-26,5,10,ECE503,Microprocessors,3,65.1,60.4,59.5,61.8,70.0,82.8,declining,0,,declining,0.7,False
S0047,2025-26,5,10,ECE504,Control Systems,3,58.7,57.8,59.6,67.5,66.8,84.4,declining,1,D,declining,0.7,False
S0047,2025-26,5,10,ECE505,Communication Systems,3,56.2,47.9,54.0,55.1,53.7,84.8,improving,1,D,declining,0.7,False
S0048,2025-26,5,10,ECE501,Digital Signal Processing,4,57.9,60.7,61.4,57.9,62.6,87.1,declining,0,,stable,0.87,False
S0048,2025-26,5,10,ECE502,VLSI Design,4,49.8,54.0,52.9,51.6,54.3,86.8,stable,0,,stable,0.87,False
S0048,2025-26,5,10,ECE503,Microprocessors,3,50.1,43.3,46.7,50.1,51.9,87.2,improving,0,,stable,0.87,False
S0048,2025-26,5,10,ECE504,Control Systems,3,47.8,51.6,56.7,49.2,56.3,86.1,improving,0,,stable,0.87,False
S0048,2025-26,5,10,ECE505,Communication Systems,3,57.9,64.8,49.0,64.6,58.5,88.5,improving,1,D,stable,0.87,False
S0049,2025-26,5,10,ECE501,Digital Signal Processing,4,75.1,77.9,79.8,80.8,83.0,75.6,improving,0,,improving,0.76,False
S0049,2025-26,5,10,ECE502,VLSI Design,4,67.6,60.1,61.3,67.6,63.7,74.1,declining,0,,improving,0.76,False
S0049,2025-26,5,10,ECE503,Microprocessors,3,77.6,86.9,70.5,83.3,81.6,81.7,improving,0,,improving,0.76,False
S0049,2025-26,5,10,ECE504,Control Systems,3,63.1,65.2,72.8,68.2,68.8,85.2,stable,0,,improving,0.76,False
S0049,2025-26,5,10,ECE505,Communication Systems,3,75.8,73.1,65.9,78.4,84.9,76.5,stable,0,,improving,0.76,False
S0050,2025-26,5,10,ECE501,Digital Signal Processing,4,47.3,38.9,51.8,55.3,44.4,80.7,improving,0,,improving,0.78,False
S0050,2025-26,5,10,ECE502,VLSI Design,4,55.3,59.3,58.3,56.1,58.6,78.3,improving,0,,improving,0.78,False
S0050,2025-26,5,10,ECE503,Microprocessors,3,58.6,67.1,66.9,63.3,67.5,82.2,improving,0,,improving,0.78,False
S0050,2025-26,5,10,ECE504,Control Systems,3,48.2,40.1,45.2,53.7,55.1,84.3,improving,0,,improving,0.78,False
S0050,2025-26,5,10,ECE505,Communication Systems,3,52.1,42.4,47.7,52.1,51.2,86.9,declining,0,,improving,0.78,False
S0051,2025-26,5,10,ECE501,Digital Signal Processing,4,49.6,55.8,53.1,47.5,54.3,91.0,stable,0,,declining,0.85,False
S0051,2025-26,5,10,ECE502,VLSI Design,4,55.7,47.7,49.0,52.7,65.0,88.6,stable,0,,declining,0.85,False
S0051,2025-26,5,10,ECE503,Microprocessors,3,61.8,63.1,70.2,61.3,58.5,91.9,stable,0,,declining,0.85,False
S0051,2025-26,5,10,ECE504,Control Systems,3,61.5,61.0,70.9,64.8,60.6,91.1,improving,0,,declining,0.85,False
S0051,2025-26,5,10,ECE505,Communication Systems,3,49.0,45.2,50.3,44.6,45.2,93.6,improving,0,,declining,0.85,False
S0052,2025-26,5,10,ECE501,Digital Signal Processing,4,63.4,58.0,57.2,69.9,72.7,80.2,declining,0,,stable,0.85,False
S0052,2025-26,5,10,ECE502,VLSI Design,4,68.3,72.5,72.4,75.6,70.6,84.9,stable,0,,stable,0.85,False
S0052,2025-26,5,10,ECE503,Microprocessors,3,68.6,59.3,64.1,65.0,66.5,86.2,stable,0,,stable,0.85,False
S0052,2025-26,5,10,ECE504,Control Systems,3,59.4,58.1,56.5,65.2,63.1,84.4,stable,1,D,stable,0.85,False
S0052,2025-26,5,10,ECE505,Communication Systems,3,70.1,70.0,69.7,65.5,79.2,82.3,stable,1,D,stable,0.85,False
S0053,2025-26,5,10,ECE501,Digital Signal Processing,4,47.2,38.4,37.7,51.2,43.3,95.2,declining,0,,stable,0.71,False
S0053,2025-26,5,10,ECE502,VLSI Design,4,56.3,52.1,47.6,62.4,52.8,85.0,stable,0,,stable,0.71,False
S0053,2025-26,5,10,ECE503,Microprocessors,3,53.3,57.5,59.3,57.4,61.0,88.9,declining,0,,stable,0.71,False
S0053,2025-26,5,10,ECE504,Control Systems,3,50.0,58.9,45.5,45.4,48.6,88.4,stable,0,,stable,0.71,False
S0053,2025-26,5,10,ECE505,Communication Systems,3,60.5,56.3,60.9,60.6,67.8,85.9,improving,0,,stable,0.71,False
S0054,2025-26,5,10,ECE501,Digital Signal Processing,4,76.1,82.0,77.9,82.7,77.0,83.2,improving,0,,declining,0.98,False
S0054,2025-26,5,10,ECE502,VLSI Design,4,70.6,70.5,67.7,74.0,72.8,90.9,stable,0,,declining,0.98,False
S0054,2025-26,5,10,ECE503,Microprocessors,3,70.8,72.5,72.7,70.5,70.8,91.1,stable,0,,declining,0.98,False
S0054,2025-26,5,10,ECE504,Control Systems,3,72.4,80.3,63.1,80.2,69.8,88.9,stable,0,,declining,0.98,False
S0054,2025-26,5,10,ECE505,Communication Systems,3,79.9,79.0,89.0,79.2,87.9,93.9,stable,0,,declining,0.98,False
S0055,2025-26,5,10,ECE501,Digital Signal Processing,4,64.5,65.5,73.4,66.1,63.5,77.8,stable,1,F,improving,0.83,False
S0055,2025-26,5,10,ECE502,VLSI Design,4,54.0,58.8,62.5,50.1,50.7,84.4,stable,0,,improving,0.83,False
S0055,2025-26,5,10,ECE503,Microprocessors,3,66.9,67.4,75.0,75.1,74.1,82.3,stable,0,,improving,0.83,False
S0055,2025-26,5,10,ECE504,Control Systems,3,55.1,58.3,47.8,57.8,50.9,79.7,improving,0,,improving,0.83,False
S0055,2025-26,5,10,ECE505,Communication Systems,3,66.1,57.2,73.1,74.0,66.2,84.0,stable,0,,improving,0.83,False
S0056,2025-26,5,10,ECE501,Digital Signal Processing,4,69.1,60.8,76.7,78.0,76.4,89.8,stable,1,D,stable,0.9,False
S0056,2025-26,5,10,ECE502,VLSI Design,4,61.8,63.0,58.4,61.6,56.9,90.2,stable,0,,stable,0.9,False
S0056,2025-26,5,10,ECE503,Microprocessors,3,61.2,58.5,68.8,61.3,66.4,92.1,stable,0,,stable,0.9,False
S0056,2025-26,5,10,ECE504,Control Systems,3,71.7,72.9,61.7,67.2,81.6,92.4,declining,0,,stable,0.9,False
S0056,2025-26,5,10,ECE505,Communication Systems,3,60.9,66.7,59.9,67.7,56.0,86.5,declining,0,,stable,0.9,False
S0057,2025-26,5,10,ECE501,Digital Signal Processing,4,55.8,51.8,52.0,65.3,57.4,90.7,stable,0,,stable,0.75,False
S0057,2025-26,5,10,ECE502,VLSI Design,4,54.7,53.3,61.2,63.3,63.7,92.1,stable,0,,stable,0.75,False
S0057,2025-26,5,10,ECE503,Microprocessors,3,59.3,60.6,63.3,65.5,64.4,94.3,improving,0,,stable,0.75,False
S0057,2025-26,5,10,ECE504,Control Systems,3,55.3,45.3,62.4,59.5,52.2,95.1,declining,0,,stable,0.75,False
S0057,2025-26,5,10,ECE505,Communication Systems,3,52.2,59.3,50.5,55.8,47.2,93.0,declining,0,,stable,0.75,False
S0058,2025-26,5,10,ECE501,Digital Signal Processing,4,59.7,65.9,63.3,58.9,69.1,89.7,declining,1,D,declining,0.63,False
S0058,2025-26,5,10,ECE502,VLSI Design,4,66.5,71.6,68.7,64.1,69.7,90.4,stable,0,,declining,0.63,False
S0058,2025-26,5,10,ECE503,Microprocessors,3,53.6,51.2,53.7,55.1,50.2,83.0,declining,0,,declining,0.63,False
S0058,2025-26,5,10,ECE504,Control Systems,3,52.6,42.9,52.1,50.1,58.2,90.7,improving,0,,declining,0.63,False
S0058,2025-26,5,10,ECE505,Communication Systems,3,54.3,50.4,62.1,57.5,62.6,83.9,stable,0,,declining,0.63,False
S0059,2025-26,5,10,ECE501,Digital Signal Processing,4,57.2,67.2,49.5,65.0,65.2,92.4,stable,0,,declining,0.64,False
S0059,2025-26,5,10,ECE502,VLSI Design,4,54.2,60.2,54.2,63.1,58.5,92.0,declining,0,,declining,0.64,False
S0059,2025-26,5,10,ECE503,Microprocessors,3,64.0,57.7,73.5,71.2,71.9,91.6,declining,0,,declining,0.64,False
S0059,2025-26,5,10,ECE504,Control Systems,3,61.7,54.5,57.8,63.4,61.5,90.4,declining,0,,declining,0.64,False
S0059,2025-26,5,10,ECE505,Communication Systems,3,61.4,52.9,66.7,68.3,62.4,94.5,declining,0,,declining,0.64,False
S0060,2025-26,5,10,ECE501,Digital Signal Processing,4,59.6,59.3,65.2,59.0,66.7,78.5,declining,0,,stable,0.67,False
S0060,2025-26,5,10,ECE502,VLSI Design,4,54.1,64.1,61.5,62.3,63.4,79.9,stable,0,,stable,0.67,False
S0060,2025-26,5,10,ECE503,Microprocessors,3,61.4,55.8,70.1,56.5,58.5,77.6,improving,0,,stable,0.67,False
S0060,2025-26,5,10,ECE504,Control Systems,3,63.9,60.5,66.2,72.3,67.9,82.9,stable,0,,stable,0.67,False
S0060,2025-26,5,10,ECE505,Communication Systems,3,58.5,67.8,60.9,57.7,60.3,84.6,stable,0,,stable,0.67,False
