student_id,roll_number,cohort,academic_year,semester,checkpoint_week,department,batch,section,snapshot_type,current_gpa,current_cgpa,previous_gpa,previous_cgpa,gpa_change,internal_marks_average,midterm_marks_average,quiz_average,assignment_average,practical_marks_average,assessment_trend,assignment_completion_rate,current_attendance_percentage,attendance_last_30_days,attendance_trend,consecutive_absence_days,total_absent_days,recent_absence_rate,projected_final_attendance,current_backlog_count,previous_backlog_count,total_historical_backlogs,new_backlogs_last_semester,repeated_backlog_subject_count,backlog_growth_rate,assessment_participation_rate,recent_engagement_score,engagement_trend,fee_status,fee_arrears_amount,payment_delay_days,installment_pending,prolonged_absence_flag,prolonged_absence_days,academic_decline_flag,repeated_backlog_flag,engagement_decline_flag
S0032,23100032,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,7.76,7.83,7.72,7.6,0.04,61.0,55.5,66.0,70.4,67.5,stable,0.65,69.6,66.2,declining,2,17,0.34,68.4,0,0,0,0,0,0.0,0.6,0.65,declining,overdue,20157,40,True,False,0,False,False,False
S0032,23100032,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,8.04,8.16,8.5,8.67,-0.47,63.8,59.0,67.7,68.0,69.3,declining,0.55,69.6,64.3,declining,0,18,0.36,66.9,0,0,1,0,0,0.0,0.52,0.56,declining,paid,0,0,False,False,0,True,False,False
S0032,23100032,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,7.85,7.88,8.03,7.86,-0.19,61.2,67.2,55.5,68.2,49.1,stable,0.59,76.0,78.8,improving,1,12,0.21,74.2,0,0,0,0,0,0.0,0.61,0.61,declining,paid,0,0,False,False,0,False,False,False
S0032,23100032,2023,2026-27,7,6,DEPT_CSE,2023,B,current,7.95,8.24,8.38,8.5,-0.43,64.0,70.5,70.8,67.1,69.4,declining,0.59,77.2,73.9,declining,3,15,0.26,75.9,0,0,1,0,0,0.0,0.61,0.65,declining,paid,0,0,False,False,0,True,False,False
S0033,23100033,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,7.25,6.93,6.81,6.78,0.44,55.5,62.4,55.8,51.8,60.8,improving,0.53,61.2,57.7,declining,6,22,0.42,58.7,0,0,1,0,0,0.0,0.53,0.52,declining,paid,0,0,False,True,6,False,False,False
S0033,23100033,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,7.33,7.43,7.73,8.03,-0.41,55.6,54.9,55.3,57.3,59.5,declining,0.49,62.1,60.8,declining,8,23,0.39,58.2,0,0,2,0,0,0.0,0.47,0.49,declining,paid,0,0,False,False,0,True,False,False
S0033,23100033,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,7.37,8.04,8.12,8.05,-0.75,52.8,60.8,57.8,63.2,63.1,declining,0.55,61.4,57.5,declining,7,21,0.43,60.3,0,0,0,0,0,0.0,0.53,0.48,declining,paid,0,0,False,True,7,True,False,False
S0033,23100033,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,7.75,7.83,8.43,8.44,-0.68,60.9,61.2,64.3,55.2,70.6,declining,0.45,60.5,56.3,declining,9,24,0.44,57.9,0,0,0,1,0,0.0,0.43,0.45,declining,paid,0,0,False,True,9,True,False,True
S0033,23100033,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,7.08,7.1,7.17,7.04,-0.08,56.4,56.9,53.8,62.5,66.5,stable,0.43,60.2,57.7,declining,11,25,0.42,59.5,0,0,2,0,0,0.0,0.42,0.47,declining,paid,0,0,False,True,11,False,False,False
S0033,23100033,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,7.32,7.2,7.66,7.77,-0.34,62.4,63.5,54.0,65.7,57.0,declining,0.51,59.5,58.3,declining,9,25,0.42,58.1,1,0,1,0,0,1.0,0.47,0.47,declining,paid,0,0,False,False,0,True,False,False
S0033,23100033,2023,2026-27,7,6,DEPT_CSE,2023,B,current,7.35,7.15,7.13,7.08,0.22,55.6,40.4,57.1,64.2,52.1,stable,0.52,57.2,53.4,declining,7,22,0.47,54.5,0,1,2,0,0,-0.5,0.56,0.57,declining,paid,0,0,False,True,7,False,False,False
S0034,23100034,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,7.15,7.18,7.4,7.61,-0.25,56.3,62.0,52.0,66.5,66.9,stable,0.4,60.1,54.8,declining,8,19,0.45,58.7,0,0,0,1,0,0.0,0.39,0.43,declining,overdue,17795,50,True,True,8,False,False,True
S0034,23100034,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,7.0,7.02,6.94,6.92,0.06,43.2,37.1,47.8,39.0,43.2,stable,0.49,60.1,61.8,improving,5,22,0.38,60.1,0,0,0,0,0,0.0,0.45,0.45,declining,paid,0,0,False,False,0,True,False,True
S0034,23100034,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,7.13,7.34,7.59,7.61,-0.46,59.1,55.6,55.3,68.7,64.9,declining,0.32,62.0,60.9,declining,8,18,0.39,59.3,0,0,0,0,0,0.0,0.45,0.44,declining,paid,0,0,False,False,0,True,False,True
S0034,23100034,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,7.13,7.12,7.11,7.16,0.02,46.9,40.9,55.9,48.5,50.2,stable,0.35,58.8,56.9,declining,10,26,0.43,56.6,1,0,2,0,0,1.0,0.34,0.38,declining,paid,0,0,False,True,10,False,False,True
S0034,23100034,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,6.86,7.34,7.45,7.37,-0.59,54.2,58.5,53.1,59.7,47.2,declining,0.44,62.4,57.7,declining,7,23,0.42,56.4,1,1,2,0,1,0.0,0.49,0.42,declining,paid,0,0,False,True,7,True,True,True
S0034,23100034,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,6.96,7.21,7.51,7.64,-0.55,57.5,50.3,56.3,56.0,57.1,declining,0.45,55.0,57.5,improving,10,23,0.42,54.2,0,1,2,0,0,-0.5,0.46,0.43,declining,paid,0,0,False,True,10,True,False,True
S0034,23100034,2023,2026-27,7,6,DEPT_CSE,2023,B,current,6.99,7.19,7.08,7.18,-0.09,53.3,55.5,55.8,53.5,50.5,stable,0.3,61.5,60.4,declining,6,20,0.4,59.7,0,0,2,0,0,0.0,0.39,0.41,declining,paid,0,0,False,False,0,False,False,True
S0035,23100035,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,5.73,5.78,6.06,6.26,-0.32,51.8,57.0,55.8,45.8,60.5,declining,0.37,67.3,65.6,declining,1,18,0.34,65.2,1,0,3,0,0,1.0,0.37,0.37,declining,paid,0,0,False,False,0,True,False,True
S0035,23100035,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,5.35,5.65,5.67,5.58,-0.32,47.5,47.4,44.2,54.4,48.5,declining,0.33,64.7,62.1,declining,0,21,0.38,61.4,1,1,1,0,1,0.0,0.45,0.4,declining,paid,0,0,False,False,0,True,True,True
S0035,23100035,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,5.82,6.14,6.23,6.22,-0.41,42.0,42.0,43.8,36.4,42.8,declining,0.43,72.0,72.5,stable,1,13,0.28,70.8,1,1,3,0,1,0.0,0.34,0.36,declining,paid,0,0,False,False,0,True,True,True
S0035,23100035,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,5.69,5.78,6.13,6.06,-0.44,33.4,40.9,32.5,26.7,17.4,declining,0.34,70.5,65.5,declining,3,18,0.34,66.0,1,1,2,0,1,0.0,0.31,0.34,declining,overdue,40049,36,True,False,0,True,True,True
S0035,23100035,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,5.83,6.05,6.37,6.23,-0.54,51.7,63.5,53.0,61.1,60.0,declining,0.39,65.3,62.4,declining,2,18,0.38,62.7,1,1,1,0,1,0.0,0.4,0.4,declining,overdue,10090,64,True,False,0,True,True,True
S0035,23100035,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,5.22,5.22,5.8,5.75,-0.58,35.5,39.6,40.4,43.3,33.9,declining,0.39,63.4,62.5,stable,1,23,0.38,63.8,3,1,5,1,1,1.0,0.34,0.38,declining,paid,0,0,False,False,0,True,True,True
S0035,23100035,2023,2026-27,7,6,DEPT_CSE,2023,B,current,5.45,5.96,6.08,6.04,-0.64,37.2,44.4,43.9,40.0,30.8,declining,0.47,66.0,67.2,improving,0,21,0.33,63.5,1,3,3,1,1,-0.5,0.4,0.41,declining,paid,0,0,False,False,0,True,True,True
S0036,23100036,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,6.06,6.36,6.51,6.28,-0.45,46.1,45.9,49.4,50.2,51.5,declining,0.85,53.2,55.6,improving,10,22,0.44,50.6,0,0,0,0,0,0.0,0.9,0.89,stable,paid,0,0,False,True,10,True,False,False
S0036,23100036,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,5.64,5.69,5.76,5.98,-0.12,34.5,35.2,28.7,39.1,39.3,stable,0.92,57.0,54.8,declining,7,26,0.45,58.0,1,0,1,0,0,1.0,0.98,0.94,stable,paid,0,0,False,True,7,True,False,False
S0036,23100036,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,6.07,6.13,6.57,6.54,-0.51,47.5,46.5,46.1,49.3,62.4,declining,0.91,63.7,59.4,declining,7,21,0.41,61.9,1,1,2,2,1,0.0,0.89,0.92,stable,paid,0,0,False,False,0,True,True,False
S0036,23100036,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,6.4,6.29,6.83,6.94,-0.42,56.0,49.0,58.3,63.9,60.2,declining,0.88,57.8,58.8,improving,5,23,0.41,58.4,1,1,3,0,1,0.0,0.97,0.92,stable,paid,0,0,False,False,0,True,True,False
S0036,23100036,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,6.09,6.13,5.86,5.91,0.23,47.7,54.0,45.1,65.1,62.4,stable,0.88,56.5,59.2,improving,11,28,0.41,57.3,1,1,3,0,1,0.0,0.8,0.89,stable,paid,0,0,False,False,0,False,True,False
S0036,23100036,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,6.04,6.36,6.43,6.23,-0.38,51.6,55.1,59.1,69.7,43.4,declining,0.9,58.8,59.9,improving,8,24,0.4,58.2,0,1,3,0,0,-0.5,0.93,0.94,stable,paid,0,0,False,False,0,True,False,False
S0036,23100036,2023,2026-27,7,6,DEPT_CSE,2023,B,current,5.79,5.96,5.93,5.94,-0.14,45.3,45.1,41.9,52.8,51.5,stable,1.0,55.5,51.9,declining,6,24,0.48,53.6,1,0,2,2,0,1.0,0.89,0.95,stable,paid,0,0,False,True,6,False,False,False
S0037,23100037,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,6.22,6.08,6.12,6.26,0.1,58.8,54.8,50.9,68.7,59.6,stable,0.76,63.2,60.5,declining,8,23,0.4,64.9,0,0,1,0,0,0.0,0.69,0.73,stable,overdue,6784,59,True,False,0,False,False,False
S0037,23100037,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,5.97,5.73,5.88,5.88,0.09,45.1,41.4,45.8,53.6,60.7,stable,0.66,62.4,60.5,declining,10,20,0.39,61.5,0,0,2,1,0,0.0,0.67,0.69,stable,paid,0,0,False,False,0,False,False,False
S0037,23100037,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,6.17,6.07,5.97,5.9,0.19,51.2,54.5,55.8,56.5,56.4,stable,0.77,61.0,62.4,improving,0,23,0.38,62.1,0,0,0,0,0,0.0,0.79,0.72,stable,paid,0,0,False,False,0,False,False,False
S0037,23100037,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,6.52,6.43,6.53,6.82,-0.01,55.9,54.8,42.7,54.1,70.2,stable,0.74,62.0,56.2,declining,10,21,0.44,58.5,0,0,0,0,0,0.0,0.73,0.74,stable,paid,0,0,False,True,10,False,False,False
S0037,23100037,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,6.67,6.41,6.24,6.26,0.43,56.1,50.2,57.3,61.9,52.9,improving,0.7,62.8,65.8,improving,1,22,0.34,63.8,0,0,1,0,0,0.0,0.74,0.73,stable,paid,0,0,False,False,0,False,False,False
S0037,23100037,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,6.22,6.17,6.54,6.57,-0.32,56.5,63.2,53.8,63.1,47.3,declining,0.66,61.7,65.5,improving,2,22,0.34,62.5,2,0,3,0,0,2.0,0.75,0.7,stable,paid,0,0,False,False,0,True,False,False
S0037,23100037,2023,2026-27,7,6,DEPT_CSE,2023,B,current,6.63,6.51,6.35,6.5,0.28,50.3,45.2,54.0,61.4,57.8,improving,0.72,67.8,64.3,declining,1,20,0.36,66.8,2,2,4,1,1,0.0,0.8,0.79,stable,overdue,10502,9,True,False,0,False,True,False
S0038,23100038,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,8.09,8.25,8.38,8.26,-0.29,66.7,50.8,60.9,77.3,74.8,declining,0.69,63.6,64.0,stable,3,22,0.36,63.8,0,0,0,0,0,0.0,0.69,0.63,stable,paid,0,0,False,False,0,True,False,False
S0038,23100038,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,7.64,7.86,8.09,8.35,-0.45,63.5,57.5,67.3,76.0,75.2,declining,0.73,67.0,66.9,stable,3,20,0.33,67.6,0,0,1,0,0,0.0,0.68,0.71,stable,paid,0,0,False,False,0,True,False,False
S0038,23100038,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,7.51,7.29,7.2,7.2,0.31,63.5,66.0,61.1,75.1,89.6,improving,0.77,59.6,57.6,declining,10,21,0.42,59.6,0,0,0,0,0,0.0,0.69,0.7,stable,paid,0,0,False,True,10,False,False,False
S0038,23100038,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,7.46,7.13,7.12,7.25,0.35,46.4,41.8,45.7,55.8,45.3,improving,0.73,63.0,57.0,declining,11,21,0.43,59.8,0,0,0,0,0,0.0,0.7,0.72,stable,paid,0,0,False,True,11,False,False,False
S0038,23100038,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,7.56,7.56,7.2,7.3,0.36,56.7,52.2,55.4,56.1,52.9,improving,0.78,58.6,60.4,improving,6,22,0.4,59.6,0,0,2,0,0,0.0,0.78,0.74,stable,paid,0,0,False,False,0,False,False,False
S0038,23100038,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,7.45,7.5,7.61,7.51,-0.16,61.7,60.8,57.3,72.9,65.8,stable,0.77,63.1,60.9,declining,5,18,0.39,60.7,0,0,2,0,0,0.0,0.74,0.71,stable,paid,0,0,False,False,0,False,False,False
S0038,23100038,2023,2026-27,7,6,DEPT_CSE,2023,B,current,8.19,8.09,7.93,7.64,0.26,61.7,57.8,59.8,66.5,66.6,improving,0.67,63.0,58.5,declining,6,22,0.41,59.6,0,0,2,0,0,0.0,0.65,0.66,stable,paid,0,0,False,False,0,False,False,False
S0039,23100039,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,6.72,6.27,6.23,6.31,0.5,63.2,66.2,59.8,75.2,61.4,improving,0.78,65.5,65.7,stable,3,18,0.34,65.4,0,0,2,1,0,0.0,0.77,0.82,stable,paid,0,0,False,False,0,False,False,False
S0039,23100039,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,7.0,7.44,7.44,7.61,-0.44,50.5,43.4,53.0,51.5,45.9,declining,0.79,72.5,71.0,declining,0,14,0.29,72.9,0,0,0,0,0,0.0,0.75,0.81,stable,paid,0,0,False,False,0,True,False,False
S0039,23100039,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,6.84,6.9,6.92,6.85,-0.08,53.8,52.2,51.3,61.5,58.3,stable,0.83,70.0,68.3,declining,2,16,0.32,69.5,0,0,0,0,0,0.0,0.78,0.82,stable,paid,0,0,False,False,0,False,False,False
S0039,23100039,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,6.74,6.58,6.4,6.41,0.34,61.1,60.0,62.0,70.4,58.7,improving,0.82,69.2,66.0,declining,2,15,0.34,68.2,0,0,1,0,0,0.0,0.76,0.81,stable,paid,0,0,False,False,0,False,False,False
S0039,23100039,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,6.91,6.94,6.8,6.95,0.11,61.5,59.8,55.6,67.1,67.8,stable,0.85,70.1,69.8,stable,3,18,0.3,70.2,0,0,1,0,0,0.0,0.87,0.89,stable,paid,0,0,False,False,0,False,False,False
S0039,23100039,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,7.09,7.01,7.28,7.39,-0.19,56.3,54.9,53.2,60.7,65.0,stable,0.8,73.4,70.8,declining,1,17,0.29,71.5,1,0,1,0,0,1.0,0.77,0.82,stable,paid,0,0,False,False,0,False,False,False
S0039,23100039,2023,2026-27,7,6,DEPT_CSE,2023,B,current,6.99,6.8,6.79,6.94,0.2,67.0,69.9,71.2,72.9,57.9,stable,0.78,66.2,63.1,declining,0,21,0.37,65.9,1,1,2,0,1,0.0,0.89,0.83,stable,pending,2932,0,True,False,0,False,True,False
S0040,23100040,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,7.14,7.25,7.29,7.23,-0.15,57.0,50.2,53.5,53.1,64.6,stable,0.69,71.2,69.4,declining,0,18,0.31,68.1,1,0,3,0,0,1.0,0.56,0.65,stable,paid,0,0,False,False,0,False,False,False
S0040,23100040,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,6.38,6.29,5.87,5.84,0.51,52.4,52.3,49.0,55.1,56.1,improving,0.71,73.9,72.7,declining,2,17,0.27,71.8,2,1,2,0,1,0.5,0.68,0.68,stable,overdue,30395,24,True,False,0,False,True,False
S0040,23100040,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,7.29,7.64,8.09,7.97,-0.81,59.3,67.9,62.0,71.4,59.1,declining,0.7,67.4,69.7,improving,1,19,0.3,66.6,2,2,3,0,1,0.0,0.66,0.68,stable,paid,0,0,False,False,0,True,True,False
S0040,23100040,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,7.12,7.23,7.38,7.56,-0.26,62.5,62.0,67.2,71.7,59.9,declining,0.74,69.6,68.5,declining,3,20,0.31,67.6,2,2,4,1,1,0.0,0.77,0.72,stable,paid,0,0,False,False,0,True,True,False
S0040,23100040,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,6.85,6.7,6.78,7.03,0.07,56.0,52.1,54.9,63.6,63.1,stable,0.81,67.8,66.6,declining,1,17,0.33,68.2,2,2,2,0,1,0.0,0.78,0.75,stable,paid,0,0,False,False,0,False,True,False
S0040,23100040,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,7.17,6.94,7.04,6.99,0.13,60.1,58.6,62.1,69.7,58.7,stable,0.76,63.7,67.4,improving,2,22,0.33,62.8,2,2,2,1,1,0.0,0.73,0.73,stable,paid,0,0,False,False,0,False,True,False
S0040,23100040,2023,2026-27,7,6,DEPT_CSE,2023,B,current,6.96,7.1,6.94,6.92,0.02,56.8,68.1,49.1,62.9,57.5,stable,0.73,66.0,65.3,stable,1,21,0.35,65.6,2,2,2,0,1,0.0,0.76,0.75,stable,paid,0,0,False,False,0,False,True,False
S0041,23100041,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,7.12,7.0,6.96,6.69,0.16,68.0,76.2,72.8,72.3,71.2,stable,0.52,96.8,96.2,stable,3,0,0.04,95.6,0,0,2,0,0,0.0,0.5,0.52,stable,paid,0,0,False,False,0,False,False,False
S0041,23100041,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,6.6,7.0,6.81,6.78,-0.22,53.3,55.5,50.1,52.4,55.2,stable,0.49,97.5,93.1,declining,0,6,0.07,95.7,0,0,2,0,0,0.0,0.48,0.47,stable,paid,0,0,False,False,0,False,False,False
S0041,23100041,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,6.71,6.7,6.67,7.0,0.04,55.3,60.0,50.1,58.7,63.0,stable,0.6,93.0,94.4,improving,2,4,0.06,95.5,0,0,1,0,0,0.0,0.62,0.59,stable,paid,0,0,False,False,0,False,False,False
S0041,23100041,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,6.96,7.06,7.33,7.13,-0.36,61.3,67.3,58.6,66.5,56.0,declining,0.54,93.7,96.6,improving,0,5,0.03,93.2,0,0,0,0,0,0.0,0.45,0.52,stable,paid,0,0,False,False,0,True,False,False
S0041,23100041,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,6.76,6.98,7.39,7.24,-0.63,55.7,50.3,48.5,59.7,65.1,declining,0.58,94.8,99.0,improving,3,3,0.01,96.8,0,0,0,0,0,0.0,0.57,0.58,stable,paid,0,0,False,False,0,True,False,False
S0041,23100041,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,6.67,6.52,6.48,6.39,0.19,50.3,50.0,57.3,49.1,63.1,stable,0.52,95.2,95.0,stable,1,3,0.05,93.2,0,0,0,0,0,0.0,0.53,0.54,stable,paid,0,0,False,False,0,False,False,False
S0041,23100041,2023,2026-27,7,6,DEPT_CSE,2023,B,current,5.89,5.79,5.87,6.06,0.02,51.6,45.5,56.2,53.3,46.5,stable,0.54,94.8,98.0,improving,1,7,0.02,95.4,0,0,1,0,0,0.0,0.59,0.57,stable,paid,0,0,False,False,0,False,False,False
S0042,23100042,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,6.72,6.71,6.98,7.01,-0.26,52.0,51.2,55.3,53.7,52.3,declining,0.46,86.6,91.6,improving,0,12,0.08,87.8,1,0,2,0,0,1.0,0.54,0.51,stable,paid,0,0,False,False,0,True,False,False
S0042,23100042,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,6.59,6.61,6.48,6.42,0.1,55.5,53.3,55.8,63.6,58.0,stable,0.49,84.5,86.6,improving,2,12,0.13,87.2,2,1,3,1,1,0.5,0.57,0.54,stable,pending,1010,0,True,False,0,False,True,False
S0042,23100042,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,6.97,6.82,6.98,6.73,-0.01,59.1,53.8,57.3,62.1,58.4,stable,0.44,90.8,91.9,improving,1,9,0.08,92.2,2,2,4,0,1,0.0,0.54,0.49,stable,paid,0,0,False,False,0,False,True,False
S0042,23100042,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,6.53,6.66,6.7,6.64,-0.17,58.8,59.3,54.3,69.0,57.2,stable,0.55,83.3,85.3,improving,2,11,0.15,85.8,3,2,5,2,1,0.33,0.52,0.51,stable,paid,0,0,False,False,0,False,True,False
S0042,23100042,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,6.41,6.46,6.17,6.24,0.23,55.6,63.8,52.3,62.5,60.2,stable,0.52,83.9,85.1,improving,1,8,0.15,84.2,2,3,3,0,1,-0.25,0.45,0.52,stable,paid,0,0,False,False,0,False,True,False
S0042,23100042,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,6.67,6.26,5.98,5.98,0.69,51.4,47.6,59.9,55.8,60.0,improving,0.49,81.8,84.6,improving,0,12,0.15,81.6,2,2,4,0,1,0.0,0.5,0.51,stable,overdue,16924,19,True,False,0,False,True,False
S0042,23100042,2023,2026-27,7,6,DEPT_CSE,2023,B,current,6.34,6.44,6.93,7.2,-0.59,50.3,52.8,51.3,40.7,50.4,declining,0.53,78.8,80.9,improving,0,17,0.19,79.9,2,2,4,0,1,0.0,0.5,0.49,stable,paid,0,0,False,False,0,True,True,False
S0043,23100043,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,7.92,7.93,7.49,7.57,0.42,67.8,66.8,65.7,75.4,79.8,improving,0.25,99.0,99.0,stable,0,3,0.01,98.0,0,0,1,0,0,0.0,0.21,0.23,declining,paid,0,0,False,False,0,False,False,True
S0043,23100043,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,7.59,7.67,8.03,8.29,-0.44,59.2,58.7,63.8,55.7,62.5,declining,0.22,96.0,92.7,declining,3,5,0.07,96.1,0,0,0,0,0,0.0,0.27,0.27,declining,overdue,19419,21,True,False,0,True,False,True
S0043,23100043,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,7.52,7.72,8.05,8.4,-0.53,64.6,71.7,71.2,65.5,52.0,declining,0.16,98.1,93.5,declining,1,5,0.07,97.4,0,0,2,0,0,0.0,0.25,0.21,declining,paid,0,0,False,False,0,True,False,True
S0043,23100043,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,7.52,7.71,7.93,7.75,-0.41,71.4,71.3,79.8,77.7,70.3,declining,0.24,99.0,99.0,stable,3,5,0.01,98.3,0,0,0,0,0,0.0,0.21,0.23,declining,overdue,23668,63,True,False,0,True,False,True
S0043,23100043,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,7.44,7.68,7.61,7.77,-0.17,69.4,68.5,66.1,80.5,67.9,stable,0.34,96.4,94.2,declining,0,1,0.06,95.5,0,0,1,0,0,0.0,0.26,0.29,declining,paid,0,0,False,False,0,False,False,True
S0043,23100043,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,8.08,8.41,8.61,8.71,-0.53,70.1,59.1,67.1,63.1,76.8,declining,0.28,92.3,94.3,improving,3,7,0.06,90.7,0,0,1,0,0,0.0,0.31,0.29,declining,paid,0,0,False,False,0,True,False,True
S0043,23100043,2023,2026-27,7,6,DEPT_CSE,2023,B,current,7.75,7.76,7.44,7.68,0.31,59.3,57.7,55.2,65.9,52.8,improving,0.22,97.5,95.0,declining,2,6,0.05,95.4,0,0,0,0,0,0.0,0.26,0.26,declining,paid,0,0,False,False,0,False,False,True
S0044,23100044,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,6.43,6.28,5.87,5.84,0.56,49.1,55.5,56.9,58.8,43.0,improving,0.55,86.5,91.6,improving,0,6,0.08,89.1,0,0,0,0,0,0.0,0.62,0.61,stable,overdue,20890,64,True,False,0,False,False,False
S0044,23100044,2023,2022-23,2,6,DEPT_CSE,2023,B,historical,6.16,6.19,6.71,6.6,-0.54,51.3,45.1,53.2,49.9,52.9,declining,0.68,94.8,97.9,improving,1,8,0.02,94.0,0,0,2,0,0,0.0,0.58,0.66,stable,paid,0,0,False,False,0,True,False,False
S0044,23100044,2023,2023-24,3,6,DEPT_CSE,2023,B,historical,6.23,6.18,6.1,6.12,0.13,43.8,47.8,27.5,46.4,54.3,stable,0.56,93.0,91.8,declining,3,2,0.08,92.7,0,0,1,0,0,0.0,0.56,0.61,stable,paid,0,0,False,False,0,True,False,False
S0044,23100044,2023,2024-25,4,6,DEPT_CSE,2023,B,historical,6.44,6.02,5.49,5.52,0.95,60.1,54.4,57.9,68.2,71.0,improving,0.68,90.6,89.4,declining,3,7,0.11,90.0,0,0,2,0,0,0.0,0.64,0.6,stable,overdue,36267,47,True,False,0,False,False,False
S0044,23100044,2023,2025-26,5,6,DEPT_CSE,2023,B,historical,5.95,5.92,5.76,5.98,0.18,47.8,61.0,56.3,59.2,54.4,stable,0.65,87.0,88.5,improving,0,11,0.12,89.9,0,0,2,0,0,0.0,0.7,0.69,stable,paid,0,0,False,False,0,False,False,False
S0044,23100044,2023,2026-27,6,6,DEPT_CSE,2023,B,historical,6.14,6.04,5.84,6.03,0.3,44.0,46.5,46.7,46.8,57.9,improving,0.62,99.0,99.0,stable,2,3,0.01,98.0,1,0,3,0,0,1.0,0.69,0.65,stable,paid,0,0,False,False,0,True,False,False
S0044,23100044,2023,2026-27,7,6,DEPT_CSE,2023,B,current,6.52,6.76,7.1,7.16,-0.58,49.0,46.6,42.5,51.1,48.0,declining,0.57,86.4,89.1,improving,0,8,0.11,86.2,0,1,1,1,0,-0.5,0.53,0.59,stable,paid,0,0,False,False,0,True,False,False
S0045,23100045,2023,2021-22,1,6,DEPT_CSE,2023,B,historical,6.44,6.47,6.38,6.13,0.06,50.1,56.0,47.4,54.8,60.8,stable,0.62,88.1,83.9,declining,0,8,0.16,87.5,0,0,2,0,0,0.0,0.64,0.61,stable,paid,0,0,False,False,0,False,False,False
