student_id,roll_number,cohort,academic_year,semester,checkpoint_week,snapshot_type,course_id,course_name,course_credits,internal_marks,midterm_marks,quiz_average,assignment_average,practical_marks,course_attendance_percentage,course_attendance_trend,previous_course_attempts,previous_course_grade,assessment_trend,assignment_completion_rate,course_failed
S0037,23100037,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,61.0,55.3,52.8,56.7,73.7,63.9,improving,0,,stable,0.74,False
S0037,23100037,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,50.1,59.2,48.5,55.4,74.3,59.4,declining,0,,stable,0.74,True
S0037,23100037,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,41.6,36.0,31.9,63.8,77.3,54.5,declining,0,,stable,0.74,False
S0037,23100037,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,51.9,43.6,54.7,43.0,82.7,67.3,improving,0,,stable,0.74,True
S0037,23100037,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,53.6,51.3,56.3,70.2,52.9,64.7,improving,0,,improving,0.7,False
S0037,23100037,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,54.9,47.2,51.0,64.6,56.2,62.2,stable,0,,improving,0.7,False
S0037,23100037,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,55.5,47.7,49.3,60.3,50.7,69.7,improving,0,,improving,0.7,False
S0037,23100037,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,53.1,57.1,62.8,64.8,54.7,62.0,stable,0,,improving,0.7,False
S0037,23100037,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,51.2,55.2,53.1,57.9,60.3,63.5,stable,0,,improving,0.7,False
S0037,23100037,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,54.4,59.6,54.0,65.0,39.4,57.8,declining,0,,declining,0.66,True
S0037,23100037,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,54.6,50.2,55.3,54.6,52.3,62.2,stable,0,,declining,0.66,False
S0037,23100037,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,57.6,65.0,46.5,65.3,47.5,62.8,improving,0,,declining,0.66,False
S0037,23100037,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,46.0,59.9,52.1,64.7,51.2,66.1,improving,0,,declining,0.66,False
S0037,23100037,2023,2026-27,6,6,historical,CSE605,Information Security,3,50.5,47.3,52.9,66.2,40.9,61.0,stable,0,,declining,0.66,False
S0037,23100037,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,45.3,42.4,48.8,66.0,59.5,74.5,improving,0,,improving,0.72,
S0037,23100037,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,56.2,52.0,63.5,60.7,61.5,59.2,declining,0,,improving,0.72,
S0037,23100037,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,41.8,42.0,44.8,57.3,56.2,68.6,stable,0,,improving,0.72,
S0037,23100037,2023,2026-27,7,6,current,CSE704,Project Work I,3,51.1,52.6,40.7,59.9,57.4,66.1,declining,0,,improving,0.72,
S0037,23100037,2023,2026-27,7,6,current,CSE705,Professional Elective,3,51.3,55.8,52.3,53.8,53.0,69.6,improving,0,,improving,0.72,
S0038,23100038,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,77.9,86.7,87.5,80.9,68.1,62.5,declining,0,,declining,0.69,False
S0038,23100038,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,67.0,76.8,82.5,75.3,73.9,63.5,stable,0,,declining,0.69,False
S0038,23100038,2023,2021-22,1,6,historical,CSE103,Engineering Physics,3,70.9,66.5,69.9,89.2,78.4,61.8,declining,0,,declining,0.69,False
S0038,23100038,2023,2021-22,1,6,historical,CSE104,Engineering Drawing,3,59.1,49.2,54.8,74.3,81.1,66.5,improving,0,,declining,0.69,False
S0038,23100038,2023,2021-22,1,6,historical,CSE105,Communication Skills,3,66.5,71.9,66.8,76.8,79.9,64.0,stable,0,,declining,0.69,True
S0038,23100038,2023,2022-23,2,6,historical,CSE201,Data Structures,4,55.7,51.3,42.9,78.1,76.3,71.1,improving,0,,declining,0.73,True
S0038,23100038,2023,2022-23,2,6,historical,CSE202,Engineering Mathematics II,4,70.4,67.4,70.3,75.0,85.3,64.8,declining,0,,declining,0.73,False
S0038,23100038,2023,2022-23,2,6,historical,CSE203,Digital Logic Design,3,65.1,64.0,58.5,73.8,77.7,65.8,declining,0,,declining,0.73,False
S0038,23100038,2023,2022-23,2,6,historical,CSE204,Object Oriented Programming,3,69.9,79.2,55.0,76.4,66.8,76.5,improving,0,,declining,0.73,False
S0038,23100038,2023,2022-23,2,6,historical,CSE205,Environmental Science,3,68.0,71.1,78.9,70.8,74.1,68.8,improving,0,,declining,0.73,False
S0038,23100038,2023,2023-24,3,6,historical,CSE301,Database Systems,4,62.6,53.3,56.8,72.6,85.7,60.4,stable,0,,improving,0.77,False
S0038,23100038,2023,2023-24,3,6,historical,CSE302,Computer Organization,4,69.0,70.5,69.4,74.1,86.8,51.2,declining,0,,improving,0.77,False
S0038,23100038,2023,2023-24,3,6,historical,CSE303,Discrete Mathematics,3,65.7,64.2,66.7,73.3,93.1,63.8,improving,0,,improving,0.77,False
S0038,23100038,2023,2023-24,3,6,historical,CSE304,Operating Systems Fundamentals,3,60.3,69.4,53.4,78.2,78.6,62.4,improving,0,,improving,0.77,False
S0038,23100038,2023,2023-24,3,6,historical,CSE305,Web Technologies,3,61.5,52.6,56.4,78.9,87.6,56.8,declining,0,,improving,0.77,False
S0038,23100038,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,53.4,53.7,51.9,61.1,41.8,61.6,declining,0,,improving,0.73,False
S0038,23100038,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,49.7,53.9,51.0,61.4,39.0,62.4,stable,0,,improving,0.73,False
S0038,23100038,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,38.8,41.0,34.5,47.9,41.6,63.5,stable,0,,improving,0.73,True
S0038,23100038,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,37.6,42.0,26.7,59.5,40.2,63.3,stable,0,,improving,0.73,False
S0038,23100038,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,35.6,32.4,38.7,56.4,41.7,60.5,declining,0,,improving,0.73,False
S0038,23100038,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,53.7,51.9,38.0,52.9,56.8,63.5,improving,0,,improving,0.78,False
S0038,23100038,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,51.4,42.9,45.2,50.9,45.9,61.9,improving,0,,improving,0.78,True
S0038,23100038,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,53.9,64.7,48.9,48.6,53.7,60.6,improving,0,,improving,0.78,True
S0038,23100038,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,51.4,52.3,52.0,59.9,57.1,53.1,declining,0,,improving,0.78,True
S0038,23100038,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,55.0,50.8,42.1,47.1,51.7,60.6,improving,0,,improving,0.78,True
S0038,23100038,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,66.9,64.8,67.2,76.3,72.8,69.1,improving,0,,stable,0.77,True
S0038,23100038,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,62.9,59.8,75.7,69.1,72.3,55.4,declining,0,,stable,0.77,False
S0038,23100038,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,67.6,66.2,60.9,67.1,63.4,65.6,improving,0,,stable,0.77,False
S0038,23100038,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,57.3,63.1,58.4,72.7,69.5,61.0,declining,0,,stable,0.77,True
S0038,23100038,2023,2026-27,6,6,historical,CSE605,Information Security,3,63.8,69.5,64.7,72.9,58.0,67.5,improving,0,,stable,0.77,True
S0038,23100038,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,70.9,68.7,73.9,76.8,68.3,63.4,stable,0,,improving,0.67,
S0038,23100038,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,49.5,38.6,43.9,66.1,72.4,64.2,improving,0,,improving,0.67,
S0038,23100038,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,51.7,48.3,38.4,59.1,69.8,57.1,declining,0,,improving,0.67,
S0038,23100038,2023,2026-27,7,6,current,CSE704,Project Work I,3,72.1,71.6,78.2,62.9,72.7,60.5,declining,0,,improving,0.67,
S0038,23100038,2023,2026-27,7,6,current,CSE705,Professional Elective,3,52.0,46.7,53.1,57.2,68.1,58.0,declining,0,,improving,0.67,
S0039,23100039,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,68.5,67.5,68.0,83.9,57.5,63.6,declining,0,,improving,0.78,False
S0039,23100039,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,64.7,57.2,79.5,65.8,55.9,66.7,improving,0,,improving,0.78,False
S0039,23100039,2023,2021-22,1,6,historical,CSE103,Engineering Physics,3,62.9,65.2,70.8,84.2,62.4,61.0,declining,0,,improving,0.78,False
S0039,23100039,2023,2021-22,1,6,historical,CSE104,Engineering Drawing,3,64.4,71.1,50.9,75.3,63.7,55.7,declining,0,,improving,0.78,False
S0039,23100039,2023,2021-22,1,6,historical,CSE105,Communication Skills,3,62.7,64.1,72.7,74.3,67.4,67.1,improving,0,,improving,0.78,False
S0039,23100039,2023,2022-23,2,6,historical,CSE201,Data Structures,4,49.3,55.1,45.4,52.4,44.9,67.8,declining,0,,declining,0.79,False
S0039,23100039,2023,2022-23,2,6,historical,CSE202,Engineering Mathematics II,4,53.2,54.1,47.6,58.6,41.5,75.0,improving,0,,declining,0.79,False
S0039,23100039,2023,2022-23,2,6,historical,CSE203,Digital Logic Design,3,50.5,44.8,42.9,49.8,43.1,72.0,stable,0,,declining,0.79,False
S0039,23100039,2023,2022-23,2,6,historical,CSE204,Object Oriented Programming,3,49.0,45.4,41.3,51.8,59.8,72.1,stable,0,,declining,0.79,False
S0039,23100039,2023,2022-23,2,6,historical,CSE205,Environmental Science,3,54.5,44.7,55.8,52.4,49.7,74.9,improving,0,,declining,0.79,False
S0039,23100039,2023,2023-24,3,6,historical,CSE301,Database Systems,4,50.0,58.9,53.0,63.1,57.4,72.9,improving,0,,stable,0.83,False
S0039,23100039,2023,2023-24,3,6,historical,CSE302,Computer Organization,4,50.9,54.1,52.4,66.1,47.9,75.2,improving,0,,stable,0.83,True
S0039,23100039,2023,2023-24,3,6,historical,CSE303,Discrete Mathematics,3,49.5,42.2,53.2,49.2,52.2,72.7,improving,0,,stable,0.83,False
S0039,23100039,2023,2023-24,3,6,historical,CSE304,Operating Systems Fundamentals,3,59.1,66.7,68.9,66.7,55.7,70.3,stable,0,,stable,0.83,False
S0039,23100039,2023,2023-24,3,6,historical,CSE305,Web Technologies,3,54.2,49.1,53.9,54.9,55.9,66.1,declining,0,,stable,0.83,False
S0039,23100039,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,63.3,69.9,57.2,69.4,63.3,68.9,stable,0,,improving,0.82,False
S0039,23100039,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,54.8,53.0,61.4,71.9,65.9,70.5,improving,0,,improving,0.82,False
S0039,23100039,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,67.2,65.5,71.0,65.0,51.1,67.1,declining,0,,improving,0.82,False
S0039,23100039,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,60.5,60.0,60.6,76.1,61.0,77.1,improving,0,,improving,0.82,False
S0039,23100039,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,66.1,67.4,56.4,70.9,53.8,67.6,declining,0,,improving,0.82,False
S0039,23100039,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,58.9,53.4,59.2,61.5,64.8,69.9,stable,0,,stable,0.85,False
S0039,23100039,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,59.8,60.4,51.9,70.4,59.4,65.7,declining,0,,stable,0.85,True
S0039,23100039,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,52.1,52.3,63.4,70.5,57.4,70.3,stable,0,,stable,0.85,False
S0039,23100039,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,56.8,52.6,42.7,62.2,67.8,71.4,improving,0,,stable,0.85,False
S0039,23100039,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,59.1,66.4,59.1,64.1,66.6,70.1,stable,0,,stable,0.85,False
S0039,23100039,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,53.0,43.7,41.7,57.2,70.9,77.5,improving,0,,stable,0.8,False
S0039,23100039,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,60.8,65.4,63.2,59.0,57.2,78.1,improving,0,,stable,0.8,False
S0039,23100039,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,56.9,63.6,68.2,55.2,64.2,66.1,declining,0,,stable,0.8,False
S0039,23100039,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,45.0,47.0,47.5,47.0,71.2,71.0,declining,0,,stable,0.8,False
S0039,23100039,2023,2026-27,6,6,historical,CSE605,Information Security,3,55.7,55.6,57.5,63.8,65.5,77.3,improving,0,,stable,0.8,False
S0039,23100039,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,64.0,71.8,60.5,87.4,60.1,69.2,improving,0,,stable,0.78,
S0039,23100039,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,68.2,72.8,46.3,71.6,58.0,68.0,improving,0,,stable,0.78,
S0039,23100039,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,70.3,77.2,75.1,71.0,70.6,66.5,stable,0,,stable,0.78,
S0039,23100039,2023,2026-27,7,6,current,CSE704,Project Work I,3,74.8,69.4,75.5,79.8,67.7,76.5,improving,0,,stable,0.78,
S0039,23100039,2023,2026-27,7,6,current,CSE705,Professional Elective,3,64.1,58.9,74.9,71.8,59.4,66.4,stable,0,,stable,0.78,
S0040,23100040,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,46.6,38.7,36.2,52.2,60.5,74.6,improving,0,,stable,0.69,False
S0040,23100040,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,45.3,42.4,39.2,56.6,68.3,70.1,declining,0,,stable,0.69,False
S0040,23100040,2023,2021-22,1,6,historical,CSE103,Engineering Physics,3,53.8,57.9,55.7,58.4,73.6,72.8,improving,0,,stable,0.69,False
S0040,23100040,2023,2021-22,1,6,historical,CSE104,Engineering Drawing,3,55.0,52.2,58.2,46.8,65.7,67.6,declining,1,D,stable,0.69,False
S0040,23100040,2023,2021-22,1,6,historical,CSE105,Communication Skills,3,55.6,49.4,59.2,50.2,66.5,66.1,declining,0,,stable,0.69,False
S0040,23100040,2023,2022-23,2,6,historical,CSE201,Data Structures,4,58.1,59.9,63.6,55.7,58.7,74.0,stable,0,,improving,0.71,False
S0040,23100040,2023,2022-23,2,6,historical,CSE202,Engineering Mathematics II,4,48.4,52.7,53.2,52.8,50.9,74.4,stable,0,,improving,0.71,False
S0040,23100040,2023,2022-23,2,6,historical,CSE203,Digital Logic Design,3,46.7,42.2,62.3,66.6,62.1,74.1,stable,0,,improving,0.71,False
S0040,23100040,2023,2022-23,2,6,historical,CSE204,Object Oriented Programming,3,48.4,48.6,51.6,61.8,56.3,70.4,declining,0,,improving,0.71,False
S0040,23100040,2023,2022-23,2,6,historical,CSE205,Environmental Science,3,52.8,45.9,47.1,54.9,52.2,72.7,declining,0,,improving,0.71,False
S0040,23100040,2023,2023-24,3,6,historical,CSE301,Database Systems,4,55.6,65.5,53.0,75.4,62.8,66.2,declining,0,,declining,0.7,False
S0040,23100040,2023,2023-24,3,6,historical,CSE302,Computer Organization,4,58.8,57.6,54.2,65.4,55.1,75.0,improving,0,,declining,0.7,False
S0040,23100040,2023,2023-24,3,6,historical,CSE303,Discrete Mathematics,3,56.1,52.7,54.2,68.7,64.6,64.9,declining,0,,declining,0.7,False
S0040,23100040,2023,2023-24,3,6,historical,CSE304,Operating Systems Fundamentals,3,69.7,67.6,68.3,75.8,68.7,66.5,stable,0,,declining,0.7,False
S0040,23100040,2023,2023-24,3,6,historical,CSE305,Web Technologies,3,59.0,52.9,60.1,71.7,61.0,67.6,stable,0,,declining,0.7,False
S0040,23100040,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,68.3,77.4,63.3,74.9,57.7,67.6,declining,0,,declining,0.74,False
S0040,23100040,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,59.7,65.0,50.3,68.3,56.1,72.2,improving,0,,declining,0.74,False
S0040,23100040,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,69.4,62.2,67.8,75.2,60.9,65.1,declining,0,,declining,0.74,False
S0040,23100040,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,46.0,49.2,49.8,69.0,52.5,67.7,declining,0,,declining,0.74,False
S0040,23100040,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,63.1,55.2,61.8,76.2,55.3,68.6,stable,0,,declining,0.74,False
S0040,23100040,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,59.0,57.6,66.1,62.3,58.1,63.0,declining,0,,stable,0.81,True
S0040,23100040,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,54.6,48.9,58.1,63.9,76.0,66.2,declining,0,,stable,0.81,True
S0040,23100040,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,50.9,43.8,52.5,57.1,65.9,70.8,improving,0,,stable,0.81,False
S0040,23100040,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,46.9,36.6,57.1,70.0,71.1,74.3,improving,0,,stable,0.81,False
S0040,23100040,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,55.3,59.8,60.2,61.1,53.0,62.5,declining,0,,stable,0.81,False
S0040,23100040,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,63.5,57.9,73.1,58.5,61.7,60.4,declining,0,,stable,0.76,False
S0040,23100040,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,54.7,45.3,43.1,63.2,54.4,58.4,declining,0,,stable,0.76,False
S0040,23100040,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,55.0,53.1,60.3,64.1,50.3,62.6,declining,0,,stable,0.76,True
S0040,23100040,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,57.2,59.8,53.7,69.8,57.2,62.8,stable,0,,stable,0.76,False
S0040,23100040,2023,2026-27,6,6,historical,CSE605,Information Security,3,60.6,61.8,57.0,69.9,73.0,58.4,declining,0,,stable,0.76,False
S0040,23100040,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,57.3,57.0,52.8,50.4,59.1,61.1,declining,0,,stable,0.73,
S0040,23100040,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,50.3,44.6,56.5,62.8,57.6,67.5,improving,0,,stable,0.73,
S0040,23100040,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,52.9,56.5,54.4,65.4,65.8,66.4,stable,0,,stable,0.73,
S0040,23100040,2023,2026-27,7,6,current,CSE704,Project Work I,3,51.3,39.1,50.9,67.7,62.3,67.0,stable,0,,stable,0.73,
S0040,23100040,2023,2026-27,7,6,current,CSE705,Professional Elective,3,57.3,52.9,49.0,57.5,55.1,69.0,improving,0,,stable,0.73,
S0041,23100041,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,68.5,67.3,66.0,84.2,74.0,97.7,stable,0,,stable,0.52,False
S0041,23100041,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,67.8,68.0,73.7,79.8,68.3,98.4,improving,0,,stable,0.52,False
S0041,23100041,2023,2021-22,1,6,historical,CSE103,Engineering Physics,3,76.5,72.7,67.7,79.9,65.8,93.4,declining,0,,stable,0.52,False
S0041,23100041,2023,2021-22,1,6,historical,CSE104,Engineering Drawing,3,66.9,61.4,64.4,63.6,74.9,100.0,improving,0,,stable,0.52,False
S0041,23100041,2023,2021-22,1,6,historical,CSE105,Communication Skills,3,75.5,70.4,81.6,69.6,77.1,96.6,stable,0,,stable,0.52,False
S0041,23100041,2023,2022-23,2,6,historical,CSE201,Data Structures,4,65.1,62.9,69.7,46.9,55.3,100.0,improving,0,,stable,0.49,False
S0041,23100041,2023,2022-23,2,6,historical,CSE202,Engineering Mathematics II,4,63.1,61.7,63.5,54.3,49.8,93.0,declining,0,,stable,0.49,False
S0041,23100041,2023,2022-23,2,6,historical,CSE203,Digital Logic Design,3,47.0,53.1,40.8,52.2,47.3,95.1,declining,0,,stable,0.49,False
S0041,23100041,2023,2022-23,2,6,historical,CSE204,Object Oriented Programming,3,57.8,53.8,43.8,60.5,57.1,100.0,improving,0,,stable,0.49,False
S0041,23100041,2023,2022-23,2,6,historical,CSE205,Environmental Science,3,54.3,53.9,49.3,45.6,56.3,94.1,declining,0,,stable,0.49,False
S0041,23100041,2023,2023-24,3,6,historical,CSE301,Database Systems,4,34.4,39.5,41.7,40.9,65.1,93.8,stable,0,,stable,0.6,True
S0041,23100041,2023,2023-24,3,6,historical,CSE302,Computer Organization,4,67.0,73.0,61.6,61.8,64.9,98.3,improving,0,,stable,0.6,False
S0041,23100041,2023,2023-24,3,6,historical,CSE303,Discrete Mathematics,3,58.8,53.6,63.8,59.4,56.4,97.7,improving,0,,stable,0.6,False
S0041,23100041,2023,2023-24,3,6,historical,CSE304,Operating Systems Fundamentals,3,52.3,48.2,63.3,59.1,64.1,84.3,declining,0,,stable,0.6,False
S0041,23100041,2023,2023-24,3,6,historical,CSE305,Web Technologies,3,57.4,63.5,68.0,66.5,65.7,92.0,stable,0,,stable,0.6,False
S0041,23100041,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,64.2,64.5,66.7,58.9,54.6,95.3,improving,0,,declining,0.54,False
S0041,23100041,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,69.8,68.4,66.6,72.7,56.1,96.3,improving,0,,declining,0.54,False
S0041,23100041,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,61.6,54.8,50.7,60.7,52.8,94.8,improving,0,,declining,0.54,False
S0041,23100041,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,71.1,60.1,73.7,75.7,53.5,92.9,stable,0,,declining,0.54,False
S0041,23100041,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,62.6,58.8,59.7,62.8,53.7,95.7,improving,0,,declining,0.54,False
S0041,23100041,2023,2025-26,5,6,historical,CSE501,Operating Systems,4,60.4,63.1,48.4,60.9,61.4,90.2,declining,0,,declining,0.58,False
S0041,23100041,2023,2025-26,5,6,historical,CSE502,Database Management Systems,4,61.3,59.9,60.2,68.3,63.6,93.2,declining,0,,declining,0.58,False
S0041,23100041,2023,2025-26,5,6,historical,CSE503,Design and Analysis of Algorithms,3,57.1,60.9,50.9,54.4,68.0,95.3,stable,0,,declining,0.58,False
S0041,23100041,2023,2025-26,5,6,historical,CSE504,Computer Networks,3,52.7,53.5,47.5,60.3,65.1,91.9,declining,0,,declining,0.58,False
S0041,23100041,2023,2025-26,5,6,historical,CSE505,Software Engineering,3,49.2,47.0,52.9,60.9,66.4,97.3,improving,0,,declining,0.58,False
S0041,23100041,2023,2026-27,6,6,historical,CSE601,Artificial Intelligence,4,43.3,45.6,40.1,49.4,62.7,93.9,declining,0,,stable,0.52,False
S0041,23100041,2023,2026-27,6,6,historical,CSE602,Machine Learning,4,49.0,41.8,60.7,52.5,55.2,97.4,improving,0,,stable,0.52,False
S0041,23100041,2023,2026-27,6,6,historical,CSE603,Cloud Computing,3,53.4,50.7,59.9,48.0,61.5,97.5,improving,0,,stable,0.52,False
S0041,23100041,2023,2026-27,6,6,historical,CSE604,Compiler Design,3,47.9,40.0,45.5,64.6,56.4,98.3,improving,0,,stable,0.52,False
S0041,23100041,2023,2026-27,6,6,historical,CSE605,Information Security,3,38.5,34.1,31.4,44.4,63.9,92.4,declining,0,,stable,0.52,False
S0041,23100041,2023,2026-27,7,6,current,CSE701,Distributed Systems,4,45.9,59.4,51.1,46.4,40.7,100.0,improving,0,,stable,0.54,
S0041,23100041,2023,2026-27,7,6,current,CSE702,Big Data Analytics,4,60.1,59.4,63.1,50.5,46.2,93.3,declining,0,,stable,0.54,
S0041,23100041,2023,2026-27,7,6,current,CSE703,Advanced Algorithms,3,49.6,48.9,52.1,47.7,43.8,97.9,improving,0,,stable,0.54,
S0041,23100041,2023,2026-27,7,6,current,CSE704,Project Work I,3,49.1,43.7,35.1,55.3,44.1,92.9,declining,0,,stable,0.54,
S0041,23100041,2023,2026-27,7,6,current,CSE705,Professional Elective,3,43.6,38.1,53.1,55.0,52.9,91.9,declining,0,,stable,0.54,
S0042,23100042,2023,2021-22,1,6,historical,CSE101,Programming Fundamentals,4,61.5,63.9,61.5,43.6,54.4,88.7,improving,0,,declining,0.46,False
S0042,23100042,2023,2021-22,1,6,historical,CSE102,Engineering Mathematics I,4,39.5,42.6,47.7,55.8,54.5,93.8,improving,0,,declining,0.46,False
S0042,23100042,2023,2021-22,1,6,historical,CSE103,Engineering Physics,3,40.8,40.1,42.3,44.0,54.1,92.7,improving,0,,declining,0.46,False
S0042,23100042,2023,2021-22,1,6,historical,CSE104,Engineering Drawing,3,55.7,52.7,60.1,53.9,52.0,86.3,stable,0,,declining,0.46,False
S0042,23100042,2023,2021-22,1,6,historical,CSE105,Communication Skills,3,59.3,63.0,58.5,49.4,46.6,83.9,declining,0,,declining,0.46,False
S0042,23100042,2023,2022-23,2,6,historical,CSE201,Data Structures,4,61.4,48.9,47.1,56.6,62.6,77.5,declining,0,,stable,0.49,False
S0042,23100042,2023,2022-23,2,6,historical,CSE202,Engineering Mathematics II,4,56.4,54.0,61.0,70.5,64.3,83.2,declining,0,,stable,0.49,False
S0042,23100042,2023,2022-23,2,6,historical,CSE203,Digital Logic Design,3,60.8,65.8,65.9,73.0,64.4,79.9,declining,0,,stable,0.49,False
S0042,23100042,2023,2022-23,2,6,historical,CSE204,Object Oriented Programming,3,58.7,64.7,56.0,62.9,51.4,84.0,stable,0,,stable,0.49,False
S0042,23100042,2023,2022-23,2,6,historical,CSE205,Environmental Science,3,55.9,53.4,44.4,57.8,61.9,84.0,stable,0,,stable,0.49,False
S0042,23100042,2023,2023-24,3,6,historical,CSE301,Database Systems,4,64.6,66.3,64.4,66.3,61.5,93.3,improving,0,,stable,0.44,False
S0042,23100042,2023,2023-24,3,6,historical,CSE302,Computer Organization,4,52.9,54.1,54.8,54.8,55.2,86.9,declining,0,,stable,0.44,False
S0042,23100042,2023,2023-24,3,6,historical,CSE303,Discrete Mathematics,3,63.0,60.4,68.1,69.1,62.6,92.9,improving,0,,stable,0.44,False
S0042,23100042,2023,2023-24,3,6,historical,CSE304,Operating Systems Fundamentals,3,55.4,57.8,55.0,71.3,57.4,84.6,declining,0,,stable,0.44,False
S0042,23100042,2023,2023-24,3,6,historical,CSE305,Web Technologies,3,58.6,58.3,54.7,67.5,69.2,87.9,declining,0,,stable,0.44,False
S0042,23100042,2023,2024-25,4,6,historical,CSE401,Design and Analysis of Algorithms,4,59.9,54.4,71.5,66.8,58.4,80.5,declining,0,,stable,0.55,False
S0042,23100042,2023,2024-25,4,6,historical,CSE402,Computer Networks,4,52.8,47.1,48.3,72.0,51.6,83.0,stable,0,,stable,0.55,False
S0042,23100042,2023,2024-25,4,6,historical,CSE403,Theory of Computation,3,57.4,64.1,62.7,71.7,63.4,82.7,stable,0,,stable,0.55,False
S0042,23100042,2023,2024-25,4,6,historical,CSE404,Software Engineering,3,57.7,63.0,56.2,62.3,61.2,79.4,declining,0,,stable,0.55,False
S0042,23100042,2023,2024-25,4,6,historical,CSE405,Probability and Statistics,3,63.9,56.7,64.2,65.3,59.0,86.3,improving,0,,stable,0.55,False
